NewsDesk,SectionName,SubsectionName,Headline,Snippet,Abstract,WordCount,PubDate,UniqueID,Weekday,DayofMonth,Time
Styles,,,Following the Victoria's Secret and Chanel Fashion Shows,"If you follow models on Instagram, your feed was probably filled with looks from the Victorias Secret and Chanel fashion shows. Here are some behind-the-scenes photos from Instagram.","If you follow models on Instagram, your feed was probably filled with looks from the Victorias Secret and Chanel fashion shows. Here are some behind-the-scenes photos from Instagram.",112,02-12-2014 21:50,6634,3,2,21
Business,Technology,,Hacked vs. Hackers: Game On,"There has been an awakening that online threats are real and growing worse, and that the prevailing patch and pray approach to computer security will not do.","There has been an awakening that online threats are real and growing worse, and that the prevailing patch and pray approach to computer security will not do.",2017,02-12-2014 21:31,6635,3,2,21
Business,Technology,,Reinventing the Internet to Make It Safer,The Defense Department and leading computer scientists are working together to improve security by imagining an Internet rebuilt from scratch.,The Defense Department and leading computer scientists are working together to improve security by imagining an Internet rebuilt from scratch.,946,02-12-2014 21:25,6636,3,2,21
Business,Technology,,"China, a Fish Barrel for Cybercriminals","The navet of new Internet users, and an emphasis on bolstering the webs growth, have left Chinas more than 600 million Internet users vulnerable to cybercrime.","The navet of new Internet users, and an emphasis on bolstering the webs growth, have left Chinas more than 600 million Internet users vulnerable to cybercrime.",1112,02-12-2014 21:19,6637,3,2,21
Business,Technology,,Betting on Security Start-Ups in an Age of Data Breaches,"Entrepreneurs are addressing the need for tighter corporate security, but skewed valuations are making it more difficult to determine which companies are a safe bet.","Entrepreneurs are addressing the need for tighter corporate security, but skewed valuations are making it more difficult to determine which companies are a safe bet.",1050,02-12-2014 21:17,6638,3,2,21
Business,Technology,,Smart Steps at the Online Checkout,"Security breaches can happen when you shop online, so here are tips to ensure privacy.","Security breaches can happen when you shop online, so here are tips to ensure privacy.",663,02-12-2014 21:14,6639,3,2,21
Business,Technology,,Minimizing In-Store Shopping Dangers,"Cash is the most secure form of payment, but there are also other alternatives to magnetic-stripe credit and debit cards.","Cash is the most secure form of payment, but there are also other alternatives to magnetic-stripe credit and debit cards.",817,02-12-2014 21:13,6640,3,2,21
Business,Technology,,Preparing for Chip-and-PIN Cards in the United States,Americans retailers and banks are preparing for the wide release of a security technology in which a chip embedded into credit and debit cards can substantially reduce many forms of fraud.,Americans retailers and banks are preparing for the wide release of a security technology in which a chip embedded into credit and debit cards can substantially reduce many forms of fraud.,975,02-12-2014 21:12,6641,3,2,21
Business,Technology,,"With Fraud Afoot, Shield Your Wallet","Credit cards have more legal protection than debit cards, but a quick response is the key to keeping intruders from your accounts and identity.","Credit cards have more legal protection than debit cards, but a quick response is the key to keeping intruders from your accounts and identity.",890,02-12-2014 21:11,6642,3,2,21
Business,Technology,,Computing Goes to the Cloud. So Does Crime.,"While public clouds, by their nature, provide opportunities for malicious hackers, the sophistication of the systems and their management allow for new ways to defend against attacks.","While public clouds, by their nature, provide opportunities for malicious hackers, the sophistication of the systems and their management allow for new ways to defend against attacks.",1031,02-12-2014 21:10,6643,3,2,21
Business,Technology,,Protecting Data Privacy at School and at Play,"With the growing use of mobile devices in school, and with advertisers compiling data on childrens web activities, what can parents do to stop unwelcome tracking?","With the growing use of mobile devices in school, and with advertisers compiling data on childrens web activities, what can parents do to stop unwelcome tracking?",1011,02-12-2014 21:08,6644,3,2,21
,Opinion,Room For Debate,Restoring Justice and Security in Mexico ,"What can be done to restore security, accountability and the rule of law in a country increasingly frustrated with violent crime and entrenched corruption?","What can be done to restore security, accountability and the rule of law in a country increasingly frustrated with violent crime and entrenched corruption?",1352,02-12-2014 18:35,6645,3,2,18
Science,Health,,Mediterranean Diet Is Good for Your DNA,"The Mediterranean diet is associated with longer telomeres, the protective structures at the end of chromosomes that are tied to longevity and age-related illness.","The Mediterranean diet is associated with longer telomeres, the protective structures at the end of chromosomes that are tied to longevity and age-related illness.",219,02-12-2014 18:30,6646,3,2,18
Foreign,World,Asia Pacific,Chinese Wildlife Traders Find a Home Online,"Social media and online forums are increasingly being used in China as platforms to help wildlife sellers and buyers find each other, posing new challenges for law enforcement.","Social media and online forums are increasingly being used in China as platforms to help wildlife sellers and buyers find each other, posing new challenges for law enforcement.",820,02-12-2014 18:00,6647,3,2,18
TStyle,,,"Jeanne Gang on Climate Change, Crystals and Her Design Miami Installation","The architect and MacArthur genius grantee discusses her collaboration with Swarovski, Thinning Ice.","The architect and MacArthur genius grantee discusses her collaboration with Swarovski, Thinning Ice.",1156,02-12-2014 18:00,6648,3,2,18
Business,Business Day,Dealbook,"A Fragmented, Confused Scramble to Fix Europe's Banking Structure ","Regulators, rule makers, supervisory authorities and central banks are all jostling to fix Europes banks to prevent a future financial crisis.","Regulators, rule makers, supervisory authorities and central banks are all jostling to fix Europes banks to prevent a future financial crisis.",1329,02-12-2014 17:53,6649,3,2,17
OpEd,Opinion,,D&eacute;j&agrave; Vu Pregnancy Discrimination,Peggy Youngs case should sound familiar to Justice Ruth Bader Ginsburg.,Peggy Youngs case should sound familiar to Justice Ruth Bader Ginsburg.,339,02-12-2014 17:52,6650,3,2,17
,Multimedia,,"Dec. 2, 2014  Pictures of the Day","Photos from Syria, Russia, India and Thailand.","Photos from Syria, Russia, India and Thailand.",13,02-12-2014 17:41,6651,3,2,17
,,,What We're Reading,"Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from John Schwartz, Damon Darlin and others.","Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from John Schwartz, Damon Darlin and others.",354,02-12-2014 17:15,6652,3,2,17
TStyle,,,Miami Welcomes Its Newest Museum,"Just in time for Art Basel, the ICA Miami is opening in the citys Design District with a dynamic young curator at the helm.","Just in time for Art Basel, the ICA Miami is opening in the citys Design District with a dynamic young curator at the helm.",618,02-12-2014 17:00,6653,3,2,17
,Travel,,New Flights to Colorado Ski Resorts,Several airlines are adding flights this season to Colorado ski destinations.,Several airlines are adding flights this season to Colorado ski destinations.,284,02-12-2014 17:00,6654,3,2,17
,,,Is Moldova Another Ukraine? ,"After an election, the country will likely get a European-leaning Parliament. But some observers wonder if Russian meddling or internal division  will disrupt any integration with the European Union.","After an election, the country will likely get a European-leaning Parliament. But some observers wonder if Russian meddling or internal division  will disrupt any integration with the European Union.",805,02-12-2014 16:38,6655,3,2,16
Business,Technology,,"Stripe, an E-Commerce Start-Up, Raises $70 Million","The round values Stripe at $3.5 billion, twice the amount the company was valued at less than one year ago.","The round values Stripe at $3.5 billion, twice the amount the company was valued at less than one year ago.",355,02-12-2014 16:34,6656,3,2,16
TStyle,,,Susan Cianciolo Heads Up a Home-Goods Collective ,The fixture of New Yorks downtown avant-garde fashion scene has spearheaded a range of collaboratively designed housewares debuting at Ralph Pucci today.,The fixture of New Yorks downtown avant-garde fashion scene has spearheaded a range of collaboratively designed housewares debuting at Ralph Pucci today.,424,02-12-2014 16:00,6657,3,2,16
Business,Technology,,"In a Bay Area Courtroom, Lawyers Hit Replay on Apple's History","In opening arguments, lawyers debated whether Apple updated its iTunes software so it would intentionally block its iPods from playing music from sources other than Apple.","In opening arguments, lawyers debated whether Apple updated its iTunes software so it would intentionally block its iPods from playing music from sources other than Apple.",598,02-12-2014 15:42,6658,3,2,15
Culture,Arts,,Jennifer Lawrence Has a New Hit  A Song,"The Hanging Tree, on which she is a featured vocalist, hit No. 2 on the iTunes chart on Tuesday.","The Hanging Tree, on which she is a featured vocalist, hit No. 2 on the iTunes chart on Tuesday.",338,02-12-2014 15:30,6659,3,2,15
